path,obj,total
LD347n4/LBRFKBPGFPStarFRB/IntCell7/231214_LD347n4_HCT116_LBRFKBPGFPStarFRB_dish2_after-800box_peaks_clust_ch1.tif,0,0
LD347n4/LBRFKBPGFPStarFRB/IntCell7/231214_LD347n4_HCT116_LBRFKBPGFPStarFRB_dish2_after-800box_peaks_clust_ch2.tif,642,40641
LD347n4/LBRFKBPGFPStarFRB/IntCell7/231214_LD347n4_HCT116_LBRFKBPGFPStarFRB_dish2_before003-800box_peaks_clust_ch1.tif,0,0
LD347n4/LBRFKBPGFPStarFRB/IntCell7/231214_LD347n4_HCT116_LBRFKBPGFPStarFRB_dish2_before003-800box_peaks_clust_ch2.tif,22,3537
LD347n4/LBRFKBPGFPStarFRB/IntCell8/231214_LD347n4_HCT116_LBRFKBPGFPStarFRB_dish2_after002-600box_peaks_clust_ch1.tif,0,0
LD347n4/LBRFKBPGFPStarFRB/IntCell8/231214_LD347n4_HCT116_LBRFKBPGFPStarFRB_dish2_after002-600box_peaks_clust_ch2.tif,200,9093
LD347n4/LBRFKBPGFPStarFRB/IntCell8/231214_LD347n4_HCT116_LBRFKBPGFPStarFRB_dish2_before001-600box_peaks_clust_ch1.tif,0,0
LD347n4/LBRFKBPGFPStarFRB/IntCell8/231214_LD347n4_HCT116_LBRFKBPGFPStarFRB_dish2_before001-600box_peaks_clust_ch2.tif,4,184
LD347n4/LBRFKBPGFPStarFRB/IntCell9/231214_LD347n4_HCT116_LBRFKBPGFPStarFRB_dish3_after002-700box_peaks_clust_ch1.tif,0,0
LD347n4/LBRFKBPGFPStarFRB/IntCell9/231214_LD347n4_HCT116_LBRFKBPGFPStarFRB_dish3_after002-700box_peaks_clust_ch2.tif,884,63163
LD347n4/LBRFKBPGFPStarFRB/IntCell9/231214_LD347n4_HCT116_LBRFKBPGFPStarFRB_dish3_before002-700box_peaks_clust_ch1.tif,1,80
LD347n4/LBRFKBPGFPStarFRB/IntCell9/231214_LD347n4_HCT116_LBRFKBPGFPStarFRB_dish3_before002-700box_peaks_clust_ch2.tif,163,22103
LD347n4/LBRFKBPGFPStarFRB/MitoCell1/231214_LD347n4_HCT116_LBRFKBPGFPStarFRB_dish1_after-600box_peaks_clust_ch1.tif,0,0
LD347n4/LBRFKBPGFPStarFRB/MitoCell1/231214_LD347n4_HCT116_LBRFKBPGFPStarFRB_dish1_after-600box_peaks_clust_ch2.tif,90,5413
LD347n4/LBRFKBPGFPStarFRB/MitoCell1/231214_LD347n4_HCT116_LBRFKBPGFPStarFRB_dish1_before007-600box_peaks_clust_ch1.tif,1,96
LD347n4/LBRFKBPGFPStarFRB/MitoCell1/231214_LD347n4_HCT116_LBRFKBPGFPStarFRB_dish1_before007-600box_peaks_clust_ch2.tif,2,561
LD347n4/LBRFKBPGFPStarFRB/MitoCell2/231214_LD347n4_HCT116_LBRFKBPGFPStarFRB_dish2_after001-600box_peaks_clust_ch1.tif,0,0
LD347n4/LBRFKBPGFPStarFRB/MitoCell2/231214_LD347n4_HCT116_LBRFKBPGFPStarFRB_dish2_after001-600box_peaks_clust_ch2.tif,99,11773
LD347n4/LBRFKBPGFPStarFRB/MitoCell2/231214_LD347n4_HCT116_LBRFKBPGFPStarFRB_dish2_before002-600box_peaks_clust_ch1.tif,0,0
LD347n4/LBRFKBPGFPStarFRB/MitoCell2/231214_LD347n4_HCT116_LBRFKBPGFPStarFRB_dish2_before002-600box_peaks_clust_ch2.tif,10,1153
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/IntCell1/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish1_after001-600box_peaks_clust_ch1.tif,471,22822
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/IntCell1/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish1_after001-600box_peaks_clust_ch2.tif,4,159
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/IntCell1/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish1_after001-750box_peaks_clust_ch1.tif,463,22398
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/IntCell1/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish1_after001-750box_peaks_clust_ch2.tif,4,159
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/IntCell1/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish1_before001-750box_peaks_clust_ch1.tif,574,33927
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/IntCell1/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish1_before001-750box_peaks_clust_ch2.tif,3,267
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/IntCell2/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish1_after002-800box_peaks_clust_ch1.tif,631,41600
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/IntCell2/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish1_after002-800box_peaks_clust_ch2.tif,274,19522
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/IntCell2/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish1_before002-800box_peaks_clust_ch1.tif,807,58484
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/IntCell2/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish1_before002-800box_peaks_clust_ch2.tif,9,417
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/IntCell3/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish3_after001-600box_peaks_clust_ch1.tif,289,19607
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/IntCell3/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish3_after001-600box_peaks_clust_ch2.tif,22,757
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/IntCell3/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish3_before001-600box_peaks_clust_ch1.tif,376,31320
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/IntCell3/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish3_before001-600box_peaks_clust_ch2.tif,0,0
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/IntCell4/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish4_after002-600box_peaks_clust_ch1.tif,365,20730
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/IntCell4/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish4_after002-600box_peaks_clust_ch2.tif,367,25695
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/IntCell4/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish4_before002-600box_peaks_clust_ch1.tif,415,27657
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/IntCell4/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish4_before002-600box_peaks_clust_ch2.tif,1,637
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/IntCell5/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish5_after-600box_peaks_clust_ch1.tif,189,25068
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/IntCell5/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish5_after-600box_peaks_clust_ch2.tif,96,11980
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/IntCell5/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish5_before002-600box_peaks_clust_ch1.tif,138,14988
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/IntCell5/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish5_before002-600box_peaks_clust_ch2.tif,13,3137
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/IntCell6/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish5_after002-600box_peaks_clust_ch1.tif,668,85995
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/IntCell6/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish5_after002-600box_peaks_clust_ch2.tif,190,19038
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/IntCell6/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish5_before-600box_peaks_clust_ch1.tif,566,81715
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/IntCell6/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish5_before-600box_peaks_clust_ch2.tif,3,393
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/MitoCell1/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish2_after-600box_peaks_clust_ch1.tif,248,12145
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/MitoCell1/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish2_after-600box_peaks_clust_ch2.tif,115,7228
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/MitoCell1/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish2_before-600box_peaks_clust_ch1.tif,292,25431
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/MitoCell1/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish2_before-600box_peaks_clust_ch2.tif,1,63
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/MitoCell2/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish4_after-600box_peaks_clust_ch1.tif,327,45484
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/MitoCell2/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish4_after-600box_peaks_clust_ch2.tif,193,23626
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/MitoCell2/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish4_before-600box_peaks_clust_ch1.tif,344,46243
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/MitoCell2/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish4_before-600box_peaks_clust_ch2.tif,2,507
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/MitoCell3/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish4_after001-600box_peaks_clust_ch1.tif,271,35511
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/MitoCell3/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish4_after001-600box_peaks_clust_ch2.tif,116,15456
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/MitoCell3/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish4_before001-600box_peaks_clust_ch1.tif,241,36529
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/MitoCell3/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish4_before001-600box_peaks_clust_ch2.tif,3,500
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/MitoCell4/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish5_after001-600box_peaks_clust_ch1.tif,229,13190
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/MitoCell4/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish5_after001-600box_peaks_clust_ch2.tif,199,21093
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/MitoCell4/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish5_before001-600box_peaks_clust_ch1.tif,193,19925
LD347n6/LBRFKBPGFP6DG5MAPStarFRB/MitoCell4/240123_LD347n6_HCT116_LBRFKBPGFP6DG5MAPStarFRB_dish5_before001-600box_peaks_clust_ch2.tif,4,1321
LD347n6/LBRFKBPGFPStarFRB/IntCell1/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish1_after003-600box_peaks_clust_ch1.tif,0,0
LD347n6/LBRFKBPGFPStarFRB/IntCell1/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish1_after003-600box_peaks_clust_ch2.tif,395,20996
LD347n6/LBRFKBPGFPStarFRB/IntCell1/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish1_before002-600box_peaks_clust_ch1.tif,2,58
LD347n6/LBRFKBPGFPStarFRB/IntCell1/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish1_before002-600box_peaks_clust_ch2.tif,18,2922
LD347n6/LBRFKBPGFPStarFRB/IntCell2/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish2_after002-800box_peaks_clust_ch1.tif,0,0
LD347n6/LBRFKBPGFPStarFRB/IntCell2/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish2_after002-800box_peaks_clust_ch2.tif,771,48841
LD347n6/LBRFKBPGFPStarFRB/IntCell2/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish2_before002-800box_peaks_clust_ch1.tif,0,0
LD347n6/LBRFKBPGFPStarFRB/IntCell2/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish2_before002-800box_peaks_clust_ch2.tif,33,3188
LD347n6/LBRFKBPGFPStarFRB/IntCell3/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish3_after-600box_peaks_clust_ch1.tif,0,0
LD347n6/LBRFKBPGFPStarFRB/IntCell3/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish3_after-600box_peaks_clust_ch2.tif,208,17276
LD347n6/LBRFKBPGFPStarFRB/IntCell3/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish3_before002-600box_peaks_clust_ch1.tif,0,0
LD347n6/LBRFKBPGFPStarFRB/IntCell3/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish3_before002-600box_peaks_clust_ch2.tif,1,55
LD347n6/LBRFKBPGFPStarFRB/IntCell4/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish3_after001-700box_peaks_clust_ch1.tif,0,0
LD347n6/LBRFKBPGFPStarFRB/IntCell4/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish3_after001-700box_peaks_clust_ch2.tif,300,21455
LD347n6/LBRFKBPGFPStarFRB/IntCell4/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish3_before-700box_peaks_clust_ch1.tif,0,0
LD347n6/LBRFKBPGFPStarFRB/IntCell4/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish3_before-700box_peaks_clust_ch2.tif,4,1205
LD347n6/LBRFKBPGFPStarFRB/IntCell5/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish3_after002-600box_peaks_clust_ch1.tif,0,0
LD347n6/LBRFKBPGFPStarFRB/IntCell5/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish3_after002-600box_peaks_clust_ch2.tif,358,22121
LD347n6/LBRFKBPGFPStarFRB/IntCell5/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish3_before001-600box_peaks_clust_ch1.tif,0,0
LD347n6/LBRFKBPGFPStarFRB/IntCell5/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish3_before001-600box_peaks_clust_ch2.tif,16,1553
LD347n6/LBRFKBPGFPStarFRB/MitoCell1/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish1_after-600box_peaks_clust_ch1.tif,0,0
LD347n6/LBRFKBPGFPStarFRB/MitoCell1/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish1_after-600box_peaks_clust_ch2.tif,98,4160
LD347n6/LBRFKBPGFPStarFRB/MitoCell1/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish1_before-600box_peaks_clust_ch1.tif,0,0
LD347n6/LBRFKBPGFPStarFRB/MitoCell1/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish1_before-600box_peaks_clust_ch2.tif,0,0
LD347n6/LBRFKBPGFPStarFRB/MitoCell2/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish1_after001-600box_peaks_clust_ch1.tif,0,0
LD347n6/LBRFKBPGFPStarFRB/MitoCell2/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish1_after001-600box_peaks_clust_ch2.tif,139,6255
LD347n6/LBRFKBPGFPStarFRB/MitoCell2/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish1_before001-600box_peaks_clust_ch1.tif,0,0
LD347n6/LBRFKBPGFPStarFRB/MitoCell2/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish1_before001-600box_peaks_clust_ch2.tif,0,0
LD347n6/LBRFKBPGFPStarFRB/MitoCell3/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish1_after002-600box_peaks_clust_ch1.tif,0,0
LD347n6/LBRFKBPGFPStarFRB/MitoCell3/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish1_after002-600box_peaks_clust_ch2.tif,162,11850
LD347n6/LBRFKBPGFPStarFRB/MitoCell3/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish1_before003-600box_peaks_clust_ch1.tif,0,0
LD347n6/LBRFKBPGFPStarFRB/MitoCell3/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish1_before003-600box_peaks_clust_ch2.tif,1,21
LD347n6/LBRFKBPGFPStarFRB/MitoCell4/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish2_after-600box_peaks_clust_ch1.tif,0,0
LD347n6/LBRFKBPGFPStarFRB/MitoCell4/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish2_after-600box_peaks_clust_ch2.tif,182,17197
LD347n6/LBRFKBPGFPStarFRB/MitoCell4/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish2_before-600box_peaks_clust_ch1.tif,0,0
LD347n6/LBRFKBPGFPStarFRB/MitoCell4/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish2_before-600box_peaks_clust_ch2.tif,8,1310
LD347n6/LBRFKBPGFPStarFRB/MitoCell5/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish2_after001-600box_peaks_clust_ch1.tif,0,0
LD347n6/LBRFKBPGFPStarFRB/MitoCell5/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish2_after001-600box_peaks_clust_ch2.tif,248,30729
LD347n6/LBRFKBPGFPStarFRB/MitoCell5/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish2_before001-600box_peaks_clust_ch1.tif,0,0
LD347n6/LBRFKBPGFPStarFRB/MitoCell5/240123_LD347n6_HCT116_LBRFKBPGFPStarFRB_dish2_before001-600box_peaks_clust_ch2.tif,26,5476
